Do you consent to participate in this study?,"Section 1: Core Focus
Q1. On average, how long can you stay focused on a single task before getting distracted?",Q2. What distracts you most often during the day? (Select up to 3. If 'Other' please specify.),Q3. How often do you feel frustrated because you canâ€™t stay focused long enough to finish important tasks?,Q4 How often do you feel drained even on days you havent worked,Q5. How often do you feel busy all day but accomplish little of real importance?,"Section 3: Values Alignment
Q6. To what extent do you feel your daily tasks align with your personal values?","Q7. When your work or activities reflect your values, how does it affect your focus?","Section 4: Coping & Behaviors
Q8. Which strategies do you currently use to manage distractions? (Select all that apply)","Section 5: Open Reflection
Q9. If you could change one thing to improve your ability to focus, what would it be? (Open text)",Q10. Whatâ€™s one word that best describes how you feel when you lose focus? (Open text),"Section 6: Demographics
Q11. What is your age?",Q12. What is your gender?,Q13. What is your current employment status?,Q14. Which country/region do you live in?,Q15 Do you feel confident you could name your top 3 values,"Q16a. Please try listing up to 3 values that are most important to you. Don't worry if youâ€™re not sure, just write what comes to mind.",Q16b. Please list a second personal value (Value 2 â€“ optional),Q16c. Please list a third personal value (Value 3 â€“ optional),Started at,Completed at,Reviewed at,Archived at,Time taken,Age,Sex,Ethnicity simplified,Country of residence,Nationality,Language,Employment status
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Email or messaging apps, Multitasking / switching tasks",Sometimes,Often,Sometimes,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",Being able to work more flexible hours that suit my needs. ,Lost,35 - 44,Male,Employed full-time,united kingdom,Somewhat,honest,caring,hard worker ,2025-09-03T09:09:16.789000Z,2025-09-03T09:12:57.622000Z,,2025-09-03T09:12:58.013643Z,221,44,Male,White,United Kingdom,United Kingdom,Welsh,Full-Time
"Yes, I consent",More than 30 minutes,"Multitasking / switching tasks, Background noise / environment",Rarely,Rarely,Rarely,Very strongly aligned,I feel much more focused and energized,"Working in quiet spaces, Aligning tasks with personal priorities or values",More control over my work environment at all times to better reduce distractions around me,frustrated,35 - 44,Male,Employed full-time,"United States, southeast",Somewhat,creativity,dependability,perseverence,2025-09-03T09:08:03.572000Z,2025-09-03T09:13:10.480000Z,,2025-09-03T09:13:10.896995Z,307,35,Male,White,United States,United States,English,Full-Time
"Yes, I consent",5â€“10 minutes,"Email or messaging apps, Social media scrolling, Multitasking / switching tasks",Sometimes,Sometimes,Sometimes,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces, Using apps/tools to block distractions, Aligning tasks with personal priorities or values",Go to the office more cos I achieve more when `I go to the office,Human,25 - 34,Female,Employed full-time,United Kingdom,Somewhat,"Love, connection, purpose",,,2025-09-03T09:08:47.054000Z,2025-09-03T09:12:52.601000Z,,2025-09-03T09:12:53.342606Z,246,29,Female,Black,United Kingdom,Nigeria,English,Full-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Email or messaging apps, Multitasking / switching tasks",Rarely,Rarely,Rarely,Somewhat aligned,No noticeable difference,"Silencing notifications, Using apps/tools to block distractions",Nothing comes to mind.,irritated,55 +,Male,Self-employed,US,Yes definitely,Honesty ,Compassion, Loyalty,2025-09-03T09:09:15.538000Z,2025-09-03T09:13:06.318000Z,,2025-09-03T09:13:06.752363Z,231,67,Male,White,United States,United States,English,Full-Time
"Yes, I consent",Less than 5 minutes,"Smartphone notifications, Multitasking / switching tasks, Background noise / environment",Almost always,Often,Almost always,Neutral,Neutral,None of the above,Everything. I need help with this.,Fedup,55 +,Female,Employed full-time,UK,Not really,Myself,Time,Health,2025-09-03T09:09:23.607000Z,2025-09-03T09:13:11.970000Z,,2025-09-03T09:13:12.377025Z,229,62,Female,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Social media scrolling, Colleagues, family, or friends",Often,Often,Often,Somewhat misaligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",Less phone usage,guilty,18 - 24,Female,Student,Scotland,Not really,authenticity,kindness,creativity,2025-09-03T09:10:55.086000Z,2025-09-03T09:13:06.903000Z,,2025-09-03T09:13:08.349194Z,132,22,Female,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",More than 30 minutes,"Social media scrolling, Colleagues, family, or friends",Sometimes,Sometimes,Rarely,Somewhat aligned,I feel much more focused and energized,"Working in quiet spaces, Taking breaks / exercise","Sound proofing my office would be good. I'm usually pretty good at blocking out sound, but when my kids are around they are a bit noisy.","A little irritated, but it's not such a huge issue.",45 - 54,Male,Self-employed,Australia,Somewhat,Truthfulness,Morally centred,Remaining active,2025-09-03T09:08:59.384000Z,2025-09-03T09:13:58.301000Z,,2025-09-03T09:13:58.681597Z,299,46,Male,White,Australia,Australia,English,DATA_EXPIRED
"Yes, I consent",5â€“10 minutes,"Smartphone notifications, Social media scrolling",Often,Often,Sometimes,Neutral,I feel somewhat more focused,"Aligning tasks with personal priorities or values, None of the above",Being able to do tasks without having to put something on in the background to stay focussed,frustrated,25 - 34,Female,Employed full-time,uk,Somewhat,"family, money, experiences",,,2025-09-03T09:10:06.303000Z,2025-09-03T09:13:19.757000Z,,2025-09-03T09:13:20.543883Z,194,29,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",More than 30 minutes,"Email or messaging apps, Multitasking / switching tasks, Internal thoughts/worries",Sometimes,Often,Often,Somewhat aligned,I feel much more focused and energized,"Scheduling focus time / using timers, Taking breaks / exercise",procrastinate less on tasks i dont enjoy/like doing ,exhausted or overstimulated,35 - 44,Female,Employed full-time,UK,Yes definitely,"integrity, "," respect,",honesty,2025-09-03T09:09:28.147000Z,2025-09-03T09:13:13.812000Z,,2025-09-03T09:13:14.259715Z,226,36,Female,White,United Kingdom,Germany,German,Full-Time
"Yes, I consent",21â€“30 minutes,"Background noise / environment, Colleagues, family, or friends, Internal thoughts/worries",Rarely,Sometimes,Rarely,Very strongly aligned,I feel much more focused and energized,"Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",Being able to stop distracting thoughts in my mind,resigned,45 - 54,Female,Unemployed,England,Somewhat,Freedom,open mindedness,compassion,2025-09-03T09:10:18.202000Z,2025-09-03T09:15:01.871000Z,,2025-09-03T09:15:02.272599Z,284,48,Female,White,United Kingdom,United Kingdom,English,"Not in paid work (e.g. homemaker', 'retired or disabled)"
"Yes, I consent",More than 30 minutes,Smartphone notifications,Rarely,Sometimes,Never,Somewhat misaligned,I feel somewhat more focused,Taking breaks / exercise,I really don't know...,Unfocused,45 - 54,Male,Self-employed,United States,Yes definitely,Minimalism,Critical thinking,Humbleness,2025-09-03T09:09:25.309000Z,2025-09-03T09:12:51.625000Z,,2025-09-03T09:12:52.647606Z,207,45,Male,White,United States,United States,English,Other
"Yes, I consent",More than 30 minutes,"Email or messaging apps, Background noise / environment, Colleagues, family, or friends",Rarely,Often,Sometimes,Neutral,No noticeable difference,Silencing notifications,no phones around for anybody,frustrated,55 +,Female,Employed part-time,united kingdom,Yes definitely,honesty,integrity,loyalty,2025-09-03T09:10:05.626000Z,2025-09-03T09:13:34.028000Z,,2025-09-03T09:13:34.428036Z,209,63,Female,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Email or messaging apps, Colleagues, family, or friends",Rarely,Sometimes,Sometimes,Neutral,Neutral,None of the above,I don't think I have any issue with focussing or staying focussed so I wouldn't change anything.,Stressed!,55 +,Male,Employed full-time,Scotland,"No, not at all",Pleasantness,Loyalty,Decency,2025-09-03T09:09:03.426000Z,2025-09-03T09:12:14.399000Z,,2025-09-03T09:12:14.807431Z,191,66,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",11â€“20 minutes,Email or messaging apps,Never,Rarely,Rarely,Neutral,Neutral,Taking breaks / exercise,Having the cat not wanting attention,annoyed,55 +,Male,Other,England,Somewhat,Honesty,Faithful,Calmness,2025-09-03T09:10:15.421000Z,2025-09-03T09:15:25.216000Z,,2025-09-03T09:15:25.582009Z,310,70,Male,White,United Kingdom,United Kingdom,English,"Not in paid work (e.g. homemaker', 'retired or disabled)"
"Yes, I consent",21â€“30 minutes,"Social media scrolling, Internal thoughts/worries, Boredom",Sometimes,Almost always,Rarely,Neutral,No noticeable difference,Taking breaks / exercise,Medication,Annoyed,25 - 34,Non-binary,Employed full-time,United Kingdom,Yes definitely,Persistence, Consistency,Creativeness,2025-09-03T09:10:42.562000Z,2025-09-03T09:13:16.621000Z,,2025-09-03T09:13:17.044247Z,155,26,Male,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",5â€“10 minutes,"Smartphone notifications, Social media scrolling, Background noise / environment",Sometimes,Often,Often,Somewhat misaligned,I feel somewhat more focused,"Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",Better work life balance,Distracted,35 - 44,Male,Employed full-time,United Kingdom,Yes definitely,"Loyalty, honestly, trust",,,2025-09-03T09:10:44.472000Z,2025-09-03T09:13:21.574000Z,,2025-09-03T09:13:21.959821Z,158,36,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",21â€“30 minutes,Internal thoughts/worries,Sometimes,Almost always,Rarely,Very strongly aligned,I feel much more focused and energized,None of the above,Automatically quiet my mind & focus ,Scattered ,35 - 44,Female,Other,United Kingdom,Yes definitely,Protection,Accountability ,Resilience ,2025-09-03T09:08:58.211000Z,2025-09-03T09:13:22.686000Z,,2025-09-03T09:13:23.109442Z,265,35,Female,Black,United Kingdom,United Kingdom,English,Other
"Yes, I consent",More than 30 minutes,"Multitasking / switching tasks, Colleagues, family, or friends, Internal thoughts/worries",Rarely,Sometimes,Sometimes,Somewhat aligned,I feel somewhat more focused,"Working in quiet spaces, Aligning tasks with personal priorities or values",make everything more interesting and exciting to hold attention,bored,25 - 34,Male,Unemployed,united states ,Somewhat,honesty,loyalty ,hard working,2025-09-03T09:09:22.817000Z,2025-09-03T09:13:19.669000Z,,2025-09-03T09:13:20.056460Z,237,34,Male,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED
"Yes, I consent",11â€“20 minutes,"Multitasking / switching tasks, Internal thoughts/worries",Sometimes,Rarely,Sometimes,Somewhat aligned,I feel much more focused and energized,"Working in quiet spaces, Taking breaks / exercise",focus for longer periods,frustrated,45 - 54,Male,Employed full-time,United Kingdom,Not really,honesty ,loyalty ,integrity,2025-09-03T09:10:17.655000Z,2025-09-03T09:13:30.659000Z,,2025-09-03T09:13:31.080360Z,194,52,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",More than 30 minutes,"Multitasking / switching tasks, Background noise / environment",Rarely,Almost always,Sometimes,Neutral,Neutral,None of the above,The ability to block out noise.,Fidgety,55 +,Female,Self-employed,England,Not really,Respecting nature,,,2025-09-03T09:10:02.046000Z,2025-09-03T09:13:25.099000Z,,2025-09-03T09:13:25.509284Z,204,59,Female,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Multitasking / switching tasks, Background noise / environment",Rarely,Sometimes,Rarely,Very strongly aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",less household tasks,lost,55 +,Female,Employed part-time,England,Yes definitely,honesty ,caring,loyalty,2025-09-03T09:10:04.964000Z,2025-09-03T09:13:44.944000Z,,2025-09-03T09:13:45.369461Z,220,59,Female,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Email or messaging apps, Multitasking / switching tasks",Sometimes,Sometimes,Often,Not aligned at all,I feel much more focused and energized,"Scheduling focus time / using timers, Working in quiet spaces",I'd get better quality sleep.,Frustrated ,45 - 54,Female,Employed full-time,North east England ,Somewhat,"Honesty, kindness, integrity ",Doing the right thing,,2025-09-03T09:09:45.585000Z,2025-09-03T09:13:30.371000Z,,2025-09-03T09:13:30.796294Z,225,48,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",5â€“10 minutes,"Social media scrolling, Background noise / environment, Internal thoughts/worries",Often,Often,Often,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",I wish I could not let my mind wander,"Frustrating, but expected ",25 - 34,Female,Employed full-time,United Kingdom,Somewhat,Being a good mother,Honesty,Kindness,2025-09-03T09:09:41.699000Z,2025-09-03T09:13:29.258000Z,,2025-09-03T09:13:29.649103Z,228,33,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",More than 30 minutes,"Social media scrolling, Colleagues, family, or friends, Internal thoughts/worries",Rarely,Sometimes,Never,Somewhat misaligned,Neutral,"Scheduling focus time / using timers, Taking breaks / exercise",Unsure,Unbothered,25 - 34,Female,Employed full-time,England/Nottinghamshire,Not really,Kindness,Loyalty,,2025-09-03T09:09:22.252000Z,2025-09-03T09:13:32.174000Z,,2025-09-03T09:13:32.592732Z,250,29,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",More than 30 minutes,"Multitasking / switching tasks, Background noise / environment, Internal thoughts/worries",Rarely,Sometimes,Sometimes,Neutral,Neutral,"Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",Silence,Frustrated,35 - 44,Male,Employed full-time,UK,Somewhat,Growth,Honesty,Connection,2025-09-03T09:09:22.040000Z,2025-09-03T09:13:36.766000Z,,2025-09-03T09:13:37.159491Z,255,37,Male,White,United Kingdom,United Kingdom,Lithuanian,Full-Time
"Yes, I consent",More than 30 minutes,"Colleagues, family, or friends",Rarely,Rarely,Sometimes,Somewhat aligned,I feel much more focused and energized,"Working in quiet spaces, Aligning tasks with personal priorities or values",NOTHING,FRUSTRATED,55 +,Male,Employed part-time,UK,Yes definitely,"LOYALTY, PROTECTIVE, ",CARING," PROTECTIVE, ",2025-09-03T09:11:01.199000Z,2025-09-03T09:13:38.088000Z,,2025-09-03T09:13:38.973158Z,157,69,Male,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",11â€“20 minutes,Multitasking / switching tasks,Often,Almost always,Sometimes,Somewhat aligned,I feel somewhat more focused,Taking breaks / exercise,To be able to focus for longer periods,I get frustrated and feel guilty,45 - 54,Male,Employed full-time,United Kingdom,Not really,Being honest,Being open,Being friendly,2025-09-03T09:09:50.142000Z,2025-09-03T09:13:32.695000Z,,2025-09-03T09:13:33.119907Z,223,47,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Background noise / environment",Rarely,Sometimes,Sometimes,Somewhat aligned,Neutral,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",Not live in a big city with continuous noise of some form or another.,frustrated,55 +,Female,Other,united kingdom,Somewhat,honesty,integrity,strength,2025-09-03T09:10:04.868000Z,2025-09-03T09:13:36.693000Z,,2025-09-03T09:13:37.080024Z,212,60,Female,White,United Kingdom,United Kingdom,English,"Not in paid work (e.g. homemaker', 'retired or disabled)"
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Social media scrolling, Colleagues, family, or friends",Sometimes,Sometimes,Often,Neutral,I feel somewhat more focused,"Scheduling focus time / using timers, Taking breaks / exercise",More engaging work,Frustrated,45 - 54,Male,Employed part-time,United Kingdom,Somewhat,Honesty. Kindness. Competence.,Compassion,Empathy,2025-09-03T09:09:12.745000Z,2025-09-03T09:13:34.317000Z,,2025-09-03T09:13:34.743324Z,262,51,Male,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",5â€“10 minutes,"Multitasking / switching tasks, Background noise / environment, Colleagues, family, or friends",Often,Rarely,Often,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Taking breaks / exercise, Aligning tasks with personal priorities or values",more self discipline would help. ,frustrated,55 +,Female,Employed part-time,UK,Not really,Kindness,Acceptance,Loyalty,2025-09-03T09:09:31.220000Z,2025-09-03T09:14:07.141000Z,,2025-09-03T09:14:07.568905Z,276,69,Female,White,United Kingdom,United Kingdom,English,Part-Time
